event_id,name,clean_description,location_room,start_date_clean,start_time,end_time,duration,pre_reg_flag,paid_flag,laptop_flag,speakers_cleaned,session_type,keywords,skill_level
3889,Localizing the investigation: Sexual misconduct,"From city halls to statehouses across the country, politicians are facing scrutiny like never before. Secrets about sexual impropriety and misdeeds once brushed aside as mere rumor have gained traction, in part to because of the #MeToo movement. Learn from state government and political reporters who have uncovered sexual misconduct allegations against elected officials. They will give tips on how to access investigation reports that are difficult to find or not considered open records, build and maintain relationships with reluctant sources who are afraid to speak out, vet information, and manage the fallout. ",Crystal E,2018-06-16,2018-06-16T15:00:00Z,2018-06-16T16:00:00Z,60,FALSE,FALSE,FALSE,"Bente Birkeland, KUNC Radio (moderator); Jim Brunner, The Seattle Times; Joel Ebert, The Tennessean",Panel,NA,NA
3890,When the system is the abuser: Investigating injustice in child welfare,"Three veteran investigative reporters who’ve worked the child welfare beat will share with you the methods they’ve developed to explore systemic problems in the agencies running the foster care system. Carol Marbin Miller will discuss how to investigate the most grievous cases, child deaths. David Jackson will offer guidance on how to get confidential records from professionals whose careers may be at stake. And Karen de Sá will discuss other metrics reporters can use to evaluate child well-being, including mental health treatment and law enforcement intervention for behavior management. ",Oceans 3,2018-06-16,2018-06-16T15:00:00Z,2018-06-16T16:00:00Z,60,FALSE,FALSE,FALSE,"David Jackson, Chicago Tribune; Karen de Sa, San Francisco Chronicle (moderator), Carol Marbin Miller, Miami Herald",Panel,NA,NA
3891,Consumer investigations: Stories that make a difference,"Investigating doctors, drugs, hospitals, dangerous products, water, chemicals, consumer goods and services, banks, transportation, fraudsters, scammers, schemers and just bad deals — we’ll give you the tips and tools you need to do it big with substance and style, even in this political climate. We've got your back whether you have six months or just a few days to do a story. ",Oceans 4,2018-06-14,2018-06-14T16:15:00Z,2018-06-14T17:15:00Z,60,FALSE,FALSE,FALSE,"Robert Benincasa, NPR; Jill Riepenhoff, Raycom Media; Sam Roe, Chicago Tribune; Lea Thompson, independent journalist",Panel,NA,NA
3892,Behind the story: Schools without rules,"Three Orlando Sentinel reporters spent six-months investigating Florida’s scholarship programs, which will send nearly $1 billion to private schools this year. The project meant reviewing thousands of pages of documents and making in-person visits to dozens of private schools. The reporters discovered soon-to-be evicted schools set up in rundown buildings, campuses where teachers lacked college degrees, and a principal under investigation for child molestation who was able to keep taking Florida vouchers by closing one school and then opening another under a new name. This behind-the-story session will go through how reporters handled the school visits (most were unannounced), how they requested and organized data (from enrollment numbers to parent complaints sent to the state) and searched for other needed information. They’ll also cover what worked, and what didn’t, as they tried to stay organized while still doing other stories on their beats. ",Oceans 3,2018-06-14,2018-06-14T16:15:00Z,2018-06-14T17:15:00Z,60,FALSE,FALSE,FALSE,"Leslie Postal, Annie Martinand Beth Kassab, The Orlando Sentinel",Panel,Staff,NA
3893,Management Track: Why don’t you just do what I want? Improving the editor/reporter relationship,"So, you think your editor is unreasonable and just doesn't get it. Your editor thinks you need regular nudging to stay on track and meet deadlines. Relax. Our panel of veterans from both sides of the newsroom will help you with tips, suggestions and strategies to manage up, manage down, manage across and generally make the whole process work. (At least, most of the time). ",Oceans 2,2018-06-16,2018-06-16T15:00:00Z,2018-06-16T16:00:00Z,60,FALSE,FALSE,FALSE,"Rob Barry, The Wall Street Journal; Jennifer Forsyth, The Wall Street Journal; Laura Frank, Rocky Mountain PBS (moderator); Mark Rochester, Detroit Free Press; Alison Young, USA TODAY Network",Panel,NA,NA
3894,Broadcast Track: Anatomy of an investigation (Sponsored by National Association of Broadcasters),"Think investigative reporting follows a formula? Think again. This panel will reveal ways to turn an investigation on its ear, from pitch to roll out. See how veteran reporters have crafted some of the biggest stories of last year, sometimes using unconventional methods. ",Crystal C,2018-06-15,2018-06-15T21:45:00Z,2018-06-15T22:45:00Z,60,FALSE,FALSE,FALSE,"Cindy Galli, ABC News (moderator); A.J. Lagoe, KARE 11 Minneapolis/St. Paul; Bigad Shaban, NBC Bay Area",Broadcast,NA,NA
3895,Technology and Tools Track: Amazing online investigative tools (Sponsored by Knight Foundation),"Paul Myers, the BBC's acclaimed internet research sleuth, will walk the group through his favorite tools for digging up info online. This demo will help you find information online quickly, often without paying hefty fees to proprietary database companies. These include tools that squeeze more information from Facebook, incredible people-research tools and sites that let you use telecommunications to trace people. ",Palani,2018-06-16,2018-06-16T15:00:00Z,2018-06-16T16:00:00Z,60,FALSE,FALSE,FALSE,"Paul Myers, BBC",Demo,NA,NA
3896,On the beat: Police who cross the line,"Want to investigate the investigators? We’ll talk candidly about how we dug up information that police officers would rather you not know. We’ll discuss the origins of our projects (one started from a tip four years ago!), the tough conversations we had with editors, the twists our stories took as we reported them, and how we were able to corroborate hard-to-confirm facts. Some of us also surveilled police officers as part of our reporting – we’ll talk about why that was necessary and how we navigated safety concerns. There will NOT be any PowerPoints during this session! Only lively conversation and plenty of time for questions from the audience. This session is good for: Anyone who wants to beef up their reporting about law enforcement (best beat ever). ",Crystal AB,2018-06-16,2018-06-16T16:15:00Z,2018-06-16T17:15:00Z,60,FALSE,FALSE,FALSE,"Maya Lau, Los Angeles Times; Topher Sanders, ProPublica; Lee Zurik, WVUE-New Orleans; Benjamin Conarck, The Florida Times-Union",Panel,NA,NA
3897,Election & Politics Track: The documents you’re not using to investigate your capitol,"This session will focus on how to find and scrutinize documents that result in great watchdog stories. From the governor’s office to state agencies, you’ll learn where to look and what to uncover. ",Oceans 2,2018-06-16,2018-06-16T16:15:00Z,2018-06-16T17:15:00Z,60,FALSE,FALSE,FALSE,"Jeremy Finley, WSMV-Nashville; Rui Kaneya, The Center for Public Integrity;Barbara Rodriguez, The Associated Press",Panel,NA,NA
3898,Technology and Tools Track: Who’s your audience? Building investigative stories with impact.,"Investigative reporters can invest months, even years, on a project. But if they don't invest the time to create a strategy early on, during the reporting process, it may not reach the audience it needs to have the impact it deserves. This session will highlight successful and practical engagement strategies for investigative storytelling. ",Oceans 3,2018-06-16,2018-06-16T16:15:00Z,2018-06-16T17:15:00Z,60,FALSE,FALSE,FALSE,"Rick Hirsch, Miami HeraldFRIDAY OR SATURDAY ONLY>; Julia Chan, Mother Jones (moderator)",Panel,NA,NA
3899,#MeToo U: Sexual assault on campus,"Covering rape and sexual violence at universities comes with a whole range of obstacles, not the least of which is gaining trust of victims. Find out how to get – and vet – reports of sexual assault on college campuses through police reports, data, court cases, school files and other public records at public and private institutions. Get some advice on finding and building trust with sources, especially students, in the uniquely insular campus climate. ",Oceans 4,2018-06-16,2018-06-16T16:15:00Z,2018-06-16T17:15:00Z,60,FALSE,FALSE,FALSE,"Kenny Jacoby, Scripps Washington Bureau; Alex Stuckey, Houston Chronicle; Paula Lavigne, ESPN (moderator)",Panel,NA,NA
3900,Storytelling Track: Immersion: Making the most of a long deadline,"When does it make sense to ""immerse"" (and what does that even mean)? What does this approach demand in terms of reporting and of writing? What questions arise in an extended relationship with a source? We'll try to offer some tips on the blessing (and the curse) of a long lead time. ",Oceans 1,2018-06-16,2018-06-16T16:15:00Z,2018-06-16T17:15:00Z,60,FALSE,FALSE,FALSE,"Ted Conover, New York University (moderator); Leon Dash, University of Illinois; Maya Rao, Star Tribune",Panel,NA,NA
3901,Broadcast Track: 50 Years of 60 Minutes (Sponsored by National Association of Broadcasters),Members of the 60 Minutes team reflect on the legacy of the iconic newsmagazine and its future during a time of upheaval in the media landscape. ,Crystal C,2018-06-16,2018-06-16T16:15:00Z,2018-06-16T17:15:00Z,60,FALSE,FALSE,FALSE,"Phil Williams, WTVF-Nashville (moderator); Samuel Hornblower, CBS News 60 Minutes; Tanya Simon, CBS News 60 Minutes; Bill Whitaker, CBS News 60 Minutes; Oriana Zill de Granados, CBS News 60 Minutes",Broadcast,NA,NA
3902,How to use data about U.S. terrorism cases (Sponsored by Knight Foundation),"As part of its award-winning series Trial and Terror, The Intercept tracks all international terrorism prosecutions in the United States since 9/11. We'll show you how you can use this data, which is updated regularly and available online in multiple forms, to take your reporting deeper on local or national terrorism and criminal justice. We'll discuss our methodologies and how to access and work with our interactive tool as well as the raw data we release under Creative Commons licensing. ",Palani,2018-06-16,2018-06-16T16:15:00Z,2018-06-16T17:15:00Z,60,FALSE,FALSE,FALSE,"Trevor Aaronson & Margot Williams (moderator), The Intercept",Demo,NA,NA
3903,Beyond numbers: Finding characters and stories in data,"Most reporters think that data is most useful to spot trends or count events. But each of those data points could be a story, and finding the anecdotes, characters and stories in data is just as important as finding evidence. We will help you find your story in data and share tips on how to focus on the best characters. ",Oceans 4,2018-06-16,2018-06-16T17:30:00Z,2018-06-16T18:30:00Z,60,FALSE,FALSE,FALSE,"Sarah Cohen, ASU Walter Cronkite School of Journalism (moderator); Megan Luther, Raycom Media; Shawn McIntosh, The Atlanta Journal-Constitution; Cheryl Phillips, Stanford University",Panel,NA,NA
3904,Aiming for impact and dealing with the fallout,"Months of watchdog work ends with compelling journalism, and sometimes also fallout from the subjects the stories are written about or others in your community. In some cases, the reaction means sources you once freely spoke to will no longer talk, or your FOIA requests become waiting games or go unanswered. It can be even more extreme: The subjects of the stories harm themselves or others. How do reporters and editors handle the fallout when the big projects are over? We will discuss tips for both reporters and editors who find themselves in similar situations. ",Crystal E,2018-06-16,2018-06-16T17:30:00Z,2018-06-16T18:30:00Z,60,FALSE,FALSE,FALSE,"R.G. Dunlop, Kentucky Center for Investigative Reporting; Katrice Hardy, The Greenville News (moderator); Nigel Jaquiss, Willamette Week",Panel,NA,NA
3905,Diversity Track: Uncovering the untold stories of Muslim Americans,"Did you know that Muslims are America's youngest and most diverse faith community? That 60 percent of Muslim-Americans are born in the US and 86 percent are citizens? That frequent mosque attendance is linked to less radicalization? That Muslim-American women are far more educated than Muslim-American men? Journalists are missing these and other important stories about Muslim communities in the U.S. — which are comprised of 3.3 million people. Hear from a Muslim leader and a co-director of the AAJA Muslim America Task Force who explains why this is happening, how to find these missing stories and tell them in meaningful and impactful ways. These tools will take your newsroom's enterprise reporting to another level and the lessons apply to covering any marginalized community. This panel was planned in collaboration with the Asian American Journalists Association. ",Oceans 3,2018-06-16,2018-06-16T17:30:00Z,2018-06-16T18:30:00Z,60,FALSE,FALSE,FALSE,"Rawan Al Damen, Stream Media Consultancy (moderator); Waliya Lari, Independent journalist; Imam Muhammad Musri, American Islam",Panel,NA,NA
3906,Public Records Track: FOI Jedi moves: Psychological tactics to get public records and increase public support for FOI,"Get the upper hand when you're persuading officials to cough up records by using some Jedi mind tricks -- aka psychological tactics based on social science research. This session will cover some tactics to try, along with messaging strategies to increase public support for FOI when writing stories and talking with citizens. ",Crystal AB,2018-06-14,2018-06-14T20:30:00Z,2018-06-14T21:30:00Z,60,FALSE,FALSE,FALSE,"David Cuillier, The University of Arizona; Lindsay Neuberger, University of Central Florida",Panel,NA,NA
3907,"Lock it down: Protecting yourself, your data and your sources","This panel will cover tips and tech to keep your data, your sources and your personal information safe in an increasingly digital world. We'll hear from journalists who have dealt with online impersonation and trolling, and cover tips for dealing with these attacks when they occur. We'll also discuss basic threat modeling and how you can use technology like Signal and email encryption to secure your information. ",Oceans 1,2018-06-16,2018-06-16T17:30:00Z,2018-06-16T18:30:00Z,60,FALSE,FALSE,FALSE,"Marcus Baram, Fast Company (moderator);  Alex Harris, Miami Herald; Adam Marshall, Reporters Committee for Freedom of the Press; Paul Myers, BBC News",Panel,NA,NA
3908,Management Track: Keeping everything straight: Managing a newsroom-wide investigation,"Herding cats might be easier some days than keeping a news investigation on track. Learn best practices for putting together the best team, keeping everyone focused and moving efficiently across the finish line. Special challenges include secure communication and file sharing, remote workers, newsroom politics and personalities, and interactive multimedia components for the investigation. ",Oceans 4,2018-06-16,2018-06-16T21:00:00Z,2018-06-16T22:00:00Z,60,FALSE,FALSE,FALSE,"David Fallis, The Washington Post; Lawan Hamilton, Scripps Washington Bureau; Shawn McIntosh, The Atlanta Journal-Constitution (moderator); Matt Purdy, The New York Times",Panel,NA,NA
3909,Broadcast Track: Investigating breaking news (Sponsored by National Association of Broadcasters),"Mass shooting, natural disaster, plane or train crash -- learn how urgent investigations can differentiate your reporting and your station’s coverage. Hear from a news director and investigative reporters and producers with experience uncovering exclusive content for day-of and after the big breaker. ",Crystal C,2018-06-16,2018-06-16T17:30:00Z,2018-06-16T18:30:00Z,60,FALSE,FALSE,FALSE,"Tina Macias, KHOU-Houston; Tony Pipitone, NBC6 Miami; Anzio Williams, NBC10 Philadelphia (moderator); Tom Winter, NBC News",Broadcast,NA,NA
3910,Election & Politics Track: Tracking outside spending in elections (Sponsored by Knight Foundation),Attend this demo to get tips and tricks for learning the source of anonymous political spending ahead of the 2018 midterm elections. ,Palani,2018-06-16,2018-06-16T21:00:00Z,2018-06-16T22:00:00Z,60,FALSE,FALSE,FALSE,"Robert Maguire, Center for Responsive Politics",Demo,NA,NA
3911,Work Better Track: The juggling act: Balancing beat reporting with investigative work,"We’ll try to answer the age-old question beat reporters have been asking since the beginning of time: How do you balance doing daily work with pursuing investigative work? We’ll offer tips on how you can excel at both speeds. Topics include: using quick-turns and dailies to fuel your bigger projects, techniques for ensuring you won’t get beat on competitive stories, using the news cycle to propel your investigation, and managing your editors and (more importantly) yourself. ",Oceans 6-8,2018-06-15,2018-06-15T21:45:00Z,2018-06-15T22:45:00Z,60,FALSE,FALSE,FALSE,"Sean Sullivan, NJ Advance Media; Rob O'Dell, The Arizona Republic (moderator), Sarah Karp, WBEZ Public RadioNOT Sat AM for Sean; Please hold to Sat afternoon>",Panel,NA,NA
3912,Technology and Tools Track: Bring your investigative reporting to life using animation,"Got court transcripts of a particular riveting moment during a trial or first-hand accounts of abuse in a nursing home? This panel will show you new ways animation can bring documents and important moments of your investigation that happened behind closed doors to life. Animation can also help newsrooms attract a younger audience, who are naturally drawn to visual journalism and love to share exceptional work on social media. We will show how illustrations and motion graphics work and what best practices visual journalists have developed in their newsrooms. We will also tackle ethical pitfalls. And you will learn what you need to do to produce your own illustrations and explainer videos. This session requires no prior knowledge. ",Oceans 3,2018-06-16,2018-06-16T21:00:00Z,2018-06-16T22:00:00Z,60,FALSE,FALSE,FALSE,"Hilke Schellmann, New York University (moderator); Ranjani Chakraborty, Vox",Panel,NA,NA
3913,Election & Politics Track: Getting the goods on members of Congress without a D.C. bureau,"Learn tricks of the trade from veteran D.C. reporters on the documents, data and other essential information to track your local U.S. representatives and senators -- even if you're not in Washington. ",Oceans 2,2018-06-16,2018-06-16T17:30:00Z,2018-06-16T18:30:00Z,60,FALSE,FALSE,FALSE,"Lateshia Beachum, The Center for Public Integrity; Tom Brune, Newsday; Jonathan D. Salant, NJ Advance Media (moderator)",Panel,NA,NA
3914,On the beat: Stories hidden in the courts,"From immigration issues to sex trafficking to wrongful convictions, investigative reporters use court records to bolster and build stories that are documented, data-driven and rich with detail. Three reporters with experience wading through court files discuss tips to find hidden stories and provide guidance even when records are hard to find. ",Oceans 1,2018-06-16,2018-06-16T21:00:00Z,2018-06-16T22:00:00Z,60,FALSE,FALSE,FALSE,"Reade Levinson, Reuters; Jenifer McKim, New England Center for Investigative Reporting (moderator), Charles Maldonado, The Lens",Panel,NA,NA
3915,Covering the protest line,"This panel will address the ethical, legal and logistical issues of covering protests movements. Journalists who have reported on Ferguson, Black Lives Matter, antifa and white supremacist rallies will share tips for juggling on-the-ground reporting with watchdog coverage. A media lawyer will discuss the current legal climate, safety issues and what to do if you get arrested. You’ll leave with a better understanding of how to cover these important issues and story ideas for digging deeper. ",Oceans 2,2018-06-16,2018-06-16T21:00:00Z,2018-06-16T22:00:00Z,60,FALSE,FALSE,FALSE,"Kelly Hinchcliffe, WRAL-Raleigh, Matt Pearce, Los Angeles Times (moderator); Katie Townsend, Reporters Committee for Freedom of the Press",Panel,NA,NA
3916,Broadcast Track: Deep dive 3 (Sponsored by National Association of Broadcasters),A deep dive into how some of the biggest stories of the year came to fruition ,Crystal C,2018-06-16,2018-06-16T21:00:00Z,2018-06-16T22:00:00Z,60,FALSE,FALSE,FALSE,"Kiran Chawla, WAFB-Baton Rouge; Sarah Fitzpatrick, NBC News; Stephen Stock, NBC Bay Area (moderator)",Broadcast,NA,NA
3917,Backgrounding like a boss: Perfecting your 15-minute background check and why you should do it every time (Sponsored by Knight Foundation),How are you sure that great source with the perfect quote isn't too good to be true? Even great reporters can get tricked by fake names or sketchy backgrounds. We'll walk through some websites and strategies you can use to create a routine and spot potential red flags before you get burned. This session is great for new reporters or anyone who wants to background people more thoroughly. ,Palani,2018-06-16,2018-06-16T17:30:00Z,2018-06-16T18:30:00Z,60,FALSE,FALSE,FALSE,"Kate Howard, Kentucky Center for Investigative Reporting",Demo,NA,NA
3918,Diversity & Management Tracks: Diversity that makes a difference,Hiring and retaining diverse talent in the newsroom isn't just for show. It engenders trust from your community and helps you uncover stories that you might not find otherwise. This panel will go beyond talking points to show the real results that happen in newsrooms with diverse voices reporting in the field and making decisions back in the newsroom. This panel was planned in collaboration with the Maynard Institute for Journalism Education. ,Crystal AB,2018-06-16,2018-06-16T22:15:00Z,2018-06-16T23:15:00Z,60,FALSE,FALSE,FALSE,"Manny Garcia, USA TODAY Network; Mira Lowe, University of Florida; Martin Reynolds, The Maynard Institute (moderator)",Panel,NA,NA
3919,Meet you at the bar: Sourcing while female,"Tales of male journalists’ heroics dominate Hollywood. Now hear the untold stories of how female journalists hold power to account. Behind the scenes with experienced female journalists about how they get scoops, convince people to spill their guts and navigate instances where sources cross the line. Men in the newsroom especially welcome — learn how your colleagues get on page one. ",Crystal E,2018-06-16,2018-06-16T22:15:00Z,2018-06-16T23:15:00Z,60,FALSE,FALSE,FALSE,"Bethany Barnes, The Oregonian/OregonLive (moderator); Alanna Autler, WSMV-Nashville; Maud Beelman, The Associated Press; Perla Trevizo, Arizona Daily Star",Panel,NA,NA
3920,Criminal justice and mental health issues,"There are thousands of jails across the country, and all of them are dealing with a mental health crisis. The National Alliance on Mental Illness estimates about 2 million mentally ill people are booked into jails every year. Sheriffs from Florida to Oregon will tell you that they've got people locked up for low-level offenses because there's nowhere else to put them. It's straining local budgets and leading to deaths. But how to report on it? Jails are some of the most opaque institutions in the country, and even when sheriffs and superintendents will talk, the story they have to tell is complex and weaves together criminal justice, social services, politics and science. Reporters who have investigated abuses and deaths of the mentally ill in jails will discuss how to report on and explain this complex problem to readers. ",Oceans 3,2018-06-16,2018-06-16T22:15:00Z,2018-06-16T23:15:00Z,60,FALSE,FALSE,FALSE,"Gary Harki, The Virginian-Pilot (moderator); Meg Kissinger, Columbia Journalism School; Jessica Priest, The Victoria Advocate",Panel,NA,NA
3921,Tapping your community to enhance your investigation,"Join this session to hear how you can generate interest to launch an investigation that leads to accountability and results for your community - plus how this method can help share, market and showcase the project for its biggest impact. The panelists will also talk about the drawbacks, challenges and warnings to look for before your story goes live. ",Oceans 4,2018-06-15,2018-06-15T16:15:00Z,2018-06-15T17:15:00Z,60,FALSE,FALSE,FALSE,"Adriana Gallardo, ProPublica; Jeanne Pinder, ClearHealthCosts; Jesse Hardman, Internews; Josh Hinkle, KXAN/NBC Austin (moderator)",Panel,NA,NA
3922,Make your move: Career advice for climbing the investigative ladder,"Looking to take the next step in your career? Want to move from crime briefs to hard-hitting investigative stories? Get honest advice and input from journalists who once had the same questions you have now. This session is geared toward folks who are early in their careers, though anyone is welcome. ",Oceans 1,2018-06-16,2018-06-16T22:15:00Z,2018-06-16T23:15:00Z,60,FALSE,FALSE,FALSE,"Madi Alexander, Bloomberg Government; Cary Aspinwall, The Dallas Morning News; Brittney Johnson, WSOC-Charlotte; Molly Solomon, Oregon Public Broadcasting",Panel,NA,NA
3923,"Diversity Track: Lost in translation: Trump, rhetoric and policies shaping communities of color","Learn the latest changes in immigration and environmental policy, the major drivers of deportation and degradation of environmental protections, how to reach people in detention centers and approach environmental justice communities with sensitivity. We’ll also show you how to find federal data and flag other major policy stories that should be on your radar for the rest of Trump’s Administration. This panel was planned in collaboration with the National Association of Black Journalists Region III. ",Oceans 2,2018-06-16,2018-06-16T22:15:00Z,2018-06-16T23:15:00Z,60,FALSE,FALSE,FALSE,"Talia Buford, ProPublica; Fernanda Echevarri, LatinoUSA; Kimbriell Kelly, The Washington Post (moderator)",Panel,NA,NA
3924,Broadcast Track: Visual storytelling: A new perspective (Sponsored by National Association of Broadcasters),"Every great investigation deserves stunning visualization. Don’t let your visuals be an afterthought. Join our skilled panelists as they provide inspiration, tips, and discussion on how to create investigations so eye-catching, you can’t help but get noticed. From the fundamentals of visual storytelling to creating impactful images that stimulate action – “A new perspective” will send you home with ways to improve the look of your next investigation. ",Crystal C,2018-06-15,2018-06-15T23:00:00Z,2018-06-16T00:15:00Z,75,FALSE,FALSE,FALSE,"Anna Hewson, KUSA/9News Denver (moderator); Brendan Keefe, WXIA-Atlanta; Andy Miller, Raycom Media",Broadcast,NA,NA
3925,How to find secrets and story ideas in bankruptcy court records (Sponsored by Knight Foundation),"Expand your reporting into bankruptcy court filings, where journalists can uncover how businesses and people ended up in financial trouble, key details like a bankrupt person’s salary or monthly mortgage payment amount and sources who can help round out a story’s truths. Learn which PACER imitator websites work best for following unfolding cases, finding story ideas or digging up otherwise secret information, such as legal settlements or vendor contracts. ",Palani,2018-06-16,2018-06-16T22:15:00Z,2018-06-16T23:15:00Z,60,FALSE,FALSE,FALSE,"Katy Stech Ferek, The Wall Street Journal",Demo,NA,NA
3926,Using solutions journalism to make your investigations stronger,"What’s more powerful than a great investigation? A great investigation that also takes away excuses — by showing how others are doing better. A solutions component can add big impact and engagement to an investigative series. In this panel, investigative reporters will show how they bolstered their investigations of local wrongdoing by adding stories about other places doing better. And they’ll teach techniques for writing solutions stories with the same rigor and heft as the rest of the series. ",Oceans 3,2018-06-17,2018-06-17T15:00:00Z,2018-06-17T16:00:00Z,60,FALSE,FALSE,FALSE,"Meg Kissinger, Columbia Journalism School; Tina Rosenberg, Solutions Journalism Network (moderator); Perla Trevizo, Arizona Daily Star 
",Panel,NA,NA
3927,Work Better Track: The life-changing magic of getting organized (Sponsored by Knight Foundation),"Is your desk so cluttered with papers, notes and files that you can’t see the top? Do you have trouble finding that perfect quote in a document somewhere on your computer? Do you start an investigation with ambitious plans for organization, only to promptly abandon them a few weeks in? This demo is for you! We’ll showcase our favorite old-school and new-school tools for taking notes and staying organized. Come prepared to share your favorite techniques and pick up a few new ones, too. ",Oceans 4,2018-06-17,2018-06-17T16:15:00Z,2018-06-17T17:15:00Z,60,FALSE,FALSE,FALSE,"Sarah Hutchins, IRE & NICAR; Taylor Blatchford, University of Missouri",Demo,NA,NA
3928,Investigating housing,"Take your housing stories beyond real estate coverage with tips on how to find bad landlords and rental conditions, public housing failures and housing discrimination. ",Oceans 3,2018-06-17,2018-06-17T16:15:00Z,2018-06-17T17:15:00Z,60,FALSE,FALSE,FALSE,"Kim Barker, The New York Times; Vernal Coleman, The Seattle Times; Kae Petrin, St. Louis Public Radio; Ray Rivera, The Seattle Times (moderator)",Panel,NA,NA
3929,Reporting on energy and the environment: Finding the narrative in the numbers,"From industrial spills to the oversight of nuclear plants, to pipelines and fracking – learn how to dig deep on environmental and energy investigations in your part of the country. Panelists will cover how to get the data, how to translate that into a compelling story and how to get results. There will be take-home tips for broadcasters and print/online journalists alike on ways to humanize and visualize seemingly dry stories about science and industry and drive impact. ",Crystal AB,2018-06-17,2018-06-17T15:00:00Z,2018-06-17T16:00:00Z,60,FALSE,FALSE,FALSE,"Madison Hopkins, Better Government Association; Carolyn Jarvis, Global News (moderator); Mike Soraghan, E&E News",Panel,NA,NA
3930,"Investigating offshore finances, even when you don’t have a leak","In this panel, reporters who broke the Paradise Papers stories will give away their biggest secret: you don't need a large leak to effectively investigate the offshore world. We'll walk you through our methods of sifting through publicly available information to investigate the offshore world including tips on how to look for offshore stories and how to navigate publicly available foreign corporate registries. Plus, we'll show you how to trace ownership and financial flows in offshore structures and pull and analyze publicly accessible portions of nonprofit tax filings. ",Oceans 4,2018-06-17,2018-06-17T15:00:00Z,2018-06-17T16:00:00Z,60,FALSE,FALSE,FALSE,"Sasha Chavkin & Spencer Woodman, The International Consortium of Investigative Journalists; Rawan Aldamen, Stream Media Consultancy (moderator)",Panel,NA,NA
3931,Excel 1: Getting started,"In this introduction to spreadsheets, you'll begin analyzing data with Excel, a simple but powerful tool. You'll learn how to enter data, sort it, filter it and conduct simple calculations like sum, average and median. This session is good for: Data beginners. ",Coral B,2018-06-14,2018-06-14T15:00:00Z,2018-06-14T16:00:00Z,60,FALSE,FALSE,FALSE,"James Pilcher, The Cincinnati Enquirer",Hands-on,NA,NA
3932,Simple online mapping,You're working on a story and your boss wants a map to go online. Learn how to build a map using a free online tool that can then be embedded in most website CMS. You'll learn about properly formatting addresses and creating maps that can be updated easily as the story changes. This session is good for: Anyone familiar with data basics. No previous mapping experience required. ,Coral C,2018-06-14,2018-06-14T15:00:00Z,2018-06-14T16:00:00Z,60,FALSE,FALSE,FALSE,"Rachel Iacovone, WGCU",Hands-on,NA,NA
3933,Excel 2: Using formulas for stories,"Much of Excel's power comes in the form of formulas. In this class, you'll learn how to use them to analyze data with the eye of a journalist. Yes, math will be involved, but it's totally worth it! This class will show you how calculations like change, percent change, rates and ratios can beef up your reporting. This session is good for: Anyone who is comfortable navigating Excel. ",Coral B,2018-06-14,2018-06-14T16:15:00Z,2018-06-14T17:15:00Z,60,FALSE,FALSE,FALSE,"John Schoen, CNBC Digital",Hands-on,NA,NA
3934,Intro to R 1,"Give a statistical lift to your reporting with R, the powerful, open-source programming language. This session will cover R basics in a fast-paced tour of Florida data. You will learn how to import, organize and analyze information with R. This session is good for: People comfortable with coding, people with basic data knowledge. ",Coral C,2018-06-14,2018-06-14T16:15:00Z,2018-06-14T17:15:00Z,60,FALSE,FALSE,FALSE,"Ronald Campbell, NBC Owned Television Stations",Hands-on,NA,NA
3935,Excel 3: Filtering and pivot tables,"A look at spreadsheet filtering and the awesome power of pivot — and how to use it to analyze your dataset in minutes rather than hours. This session is good for: Anyone familiar with formulas, sorting and other basic tasks in Excel or another spreadsheet program. ",Coral B,2018-06-14,2018-06-14T17:30:00Z,2018-06-14T18:30:00Z,60,FALSE,FALSE,FALSE,"Nick Penzenstadler, USA TODAY Network",Hands-on,NA,NA
3936,Intro to R 2: Throw away your database software,"R is a powerhouse tool for every occasion. In this session, we examine how it can be used as a database engine like MySQL or Access. This session will cover the basics of how to use R to organize, query and join data tables. This intermediate session will be linked with Intro to R and use the same Florida data as Intro to R. If all goes well, you will leave with a better understanding of R through the use of a particular database package. This session is good for: People with some knowledge of R and SQL database programs. ",Coral C,2018-06-14,2018-06-14T17:30:00Z,2018-06-14T18:30:00Z,60,FALSE,FALSE,FALSE,"T. Christian Miller, ProPublica",Hands-on,NA,NA
3937,SQL 1: Intro and filtering,"Learning to manipulate data is a bit like learning a new language. Actually, it is a language, called structured query language (SQL). This session is an introduction to using SQL to zero in on your data by viewing slices and chunks of it and putting it into a useful order so you can spot the stuff you need to get started toward a story. We'll use SQLite and DB Browser, a free database manager. This session is good for: People with some experience working with data in columns and rows, in spreadsheets or database managers. ",Coral B,2018-06-14,2018-06-14T20:30:00Z,2018-06-14T21:30:00Z,60,FALSE,FALSE,FALSE,"Pam Dempsey, Midwest Center for Investigative Reporting",Hands-on,NA,NA
3938,Scraping without programming,"Scraping is a technical word for a traditional idea: getting ahold of information, whether your sources want you to or not. In this case, the information is data and the sources are websites. We'll go over some out-of-the-box tools for scraping data, plus some DIY techniques that often work even better. ",Coral C,2018-06-14,2018-06-14T20:30:00Z,2018-06-14T21:30:00Z,60,FALSE,FALSE,FALSE,"Samantha Sunne, independent journalist",Hands-on,NA,NA
